customer_id,latent_persona,tenure_months,signup_date,support_ticket_bias,order_count,total_spend,avg_order_value,avg_discount_rate,return_rate,online_order_share,unique_categories,active_months,total_units,last_order_date,first_order_date,recency_days,purchase_frequency_per_month,revenue_per_month,active_month_ratio,avg_units_per_order,support_tickets,cluster_id,segment_name
C00279,Dormant,13,2025-02-24,0,5,191.43,38.286,0.2116,0.2,0.8,4,3,14,2025-05-10,2025-03-29,320,0.3846,14.7254,0.2308,2.8,3,1,Dormant
C00280,Dormant,11,2025-04-26,0,8,333.65,41.7062,0.3234,0.125,0.5,4,2,20,2025-05-05,2025-04-27,325,0.7273,30.3318,0.1818,2.5,6,1,Dormant
C00281,Champions,27,2023-12-27,0,11,1957.82,177.9836,0.1247,0.0,0.2727,5,5,34,2026-03-17,2025-07-23,9,0.4074,72.5119,0.1852,3.0909,1,0,Growth Loyalists
C00282,Loyal Growth,26,2024-01-26,0,6,794.92,132.4867,0.2384,0.0,0.8333,4,5,13,2026-03-09,2025-07-18,17,0.2308,30.5738,0.1923,2.1667,0,0,Growth Loyalists
C00283,Loyal Growth,11,2025-04-26,1,21,2219.24,105.6781,0.2154,0.0476,0.7143,5,8,49,2026-03-11,2025-07-05,15,1.9091,201.7491,0.7273,2.3333,1,3,Champions
C00284,Loyal Growth,24,2024-03-27,0,14,1547.38,110.5271,0.1993,0.1429,0.8571,5,7,39,2026-03-04,2025-09-10,22,0.5833,64.4742,0.2917,2.7857,1,0,Growth Loyalists
C00285,Discount-Led,9,2025-06-26,1,13,873.11,67.1623,0.3638,0.2308,0.8462,5,6,30,2025-12-30,2025-07-31,86,1.4444,97.0122,0.6667,2.3077,2,3,Champions
C00286,Loyal Growth,13,2025-02-24,0,12,1019.86,84.9883,0.3384,0.0833,0.9167,4,6,30,2026-03-18,2025-09-21,8,0.9231,78.4508,0.4615,2.5,0,3,Champions
C00287,Champions,16,2024-11-25,0,11,1712.64,155.6945,0.1117,0.0,0.5455,4,7,33,2026-03-22,2025-09-21,4,0.6875,107.04,0.4375,3.0,0,0,Growth Loyalists
C00288,Loyal Growth,11,2025-04-26,0,16,1820.39,113.7744,0.2004,0.125,0.625,6,8,46,2026-03-19,2025-06-12,7,1.4545,165.49,0.7273,2.875,0,3,Champions
C00289,High-Value At Risk,12,2025-03-27,1,6,1256.42,209.4033,0.2486,0.0,0.5,3,4,13,2025-10-22,2025-04-08,155,0.5,104.7017,0.3333,2.1667,2,4,High-Value At Risk
C00290,Champions,33,2023-06-27,0,13,2124.54,163.4262,0.0729,0.0,0.5385,5,7,32,2026-03-16,2025-08-31,10,0.3939,64.38,0.2121,2.4615,0,0,Growth Loyalists
C00291,Dormant,17,2024-10-26,0,3,140.47,46.8233,0.2828,0.0,0.0,2,3,6,2025-05-03,2025-03-31,327,0.1765,8.2629,0.1765,2.0,2,1,Dormant
C00292,Champions,25,2024-02-25,2,19,2872.91,151.2058,0.1019,0.1053,0.6842,6,8,46,2026-03-18,2025-08-26,8,0.76,114.9164,0.32,2.4211,3,0,Growth Loyalists
C00293,Dormant,15,2024-12-25,2,1,41.64,41.64,0.1897,0.0,0.0,1,1,4,2025-06-05,2025-06-05,294,0.0667,2.776,0.0667,4.0,3,1,Dormant
C00294,Champions,19,2024-08-26,0,20,3196.4,159.82,0.1132,0.05,0.55,5,9,52,2026-03-15,2025-07-04,11,1.0526,168.2316,0.4737,2.6,0,0,Growth Loyalists
C00295,Dormant,19,2024-08-26,3,3,206.43,68.81,0.4032,0.0,0.6667,3,3,7,2025-05-27,2025-03-30,303,0.1579,10.8647,0.1579,2.3333,5,1,Dormant
C00296,Dormant,17,2024-10-26,0,5,254.4,50.88,0.2664,0.0,0.4,4,2,8,2025-06-29,2025-04-02,270,0.2941,14.9647,0.1176,1.6,5,1,Dormant
C00297,Dormant,21,2024-06-26,1,6,240.76,40.1267,0.2691,0.1667,0.0,4,3,16,2025-08-04,2025-04-10,234,0.2857,11.4648,0.1429,2.6667,4,1,Dormant
C00298,Discount-Led,16,2024-11-25,0,4,182.08,45.52,0.5312,0.0,0.75,3,4,13,2026-02-05,2025-08-31,49,0.25,11.38,0.25,3.25,0,2,Discount-Driven
C00299,Discount-Led,9,2025-06-26,1,10,481.17,48.117,0.4756,0.4,0.9,5,6,25,2026-01-20,2025-08-06,65,1.1111,53.4633,0.6667,2.5,3,3,Champions
C00300,Discount-Led,13,2025-02-24,0,7,325.56,46.5086,0.512,0.1429,0.8571,5,7,19,2026-02-19,2025-06-14,35,0.5385,25.0431,0.5385,2.7143,0,2,Discount-Driven
C00301,Discount-Led,17,2024-10-26,2,8,386.0,48.25,0.4856,0.125,0.5,4,6,12,2026-03-01,2025-06-23,25,0.4706,22.7059,0.3529,1.5,4,2,Discount-Driven
C00302,Champions,29,2023-10-27,1,14,2305.04,164.6457,0.1157,0.0,0.5714,6,8,26,2026-03-20,2025-06-18,6,0.4828,79.4841,0.2759,1.8571,1,0,Growth Loyalists
C00303,High-Value At Risk,33,2023-06-27,2,6,1064.13,177.355,0.1846,0.1667,0.5,4,5,18,2025-11-05,2025-03-30,141,0.1818,32.2464,0.1515,3.0,3,4,High-Value At Risk
C00304,High-Value At Risk,23,2024-04-26,1,5,759.04,151.808,0.2485,0.2,0.6,4,3,16,2025-08-30,2025-03-30,208,0.2174,33.0017,0.1304,3.2,4,4,High-Value At Risk
C00305,Dormant,8,2025-07-26,0,1,58.36,58.36,0.2468,0.0,1.0,1,1,1,2025-08-26,2025-08-26,212,0.125,7.295,0.125,1.0,1,1,Dormant
C00306,High-Value At Risk,22,2024-05-27,4,8,1356.84,169.605,0.2698,0.25,0.5,4,4,15,2025-09-11,2025-03-28,196,0.3636,61.6745,0.1818,1.875,7,4,High-Value At Risk
C00307,Loyal Growth,15,2024-12-25,1,15,1327.59,88.506,0.2147,0.1333,0.6,5,8,37,2026-03-17,2025-07-10,9,1.0,88.506,0.5333,2.4667,1,3,Champions
C00308,Discount-Led,23,2024-04-26,4,10,491.02,49.102,0.4428,0.3,0.8,3,6,22,2026-02-17,2025-06-06,37,0.4348,21.3487,0.2609,2.2,5,2,Discount-Driven
C00309,Loyal Growth,24,2024-03-27,2,15,1477.62,98.508,0.2224,0.0,0.8,6,8,45,2026-03-17,2025-06-01,9,0.625,61.5675,0.3333,3.0,2,0,Growth Loyalists
C00310,Champions,17,2024-10-26,0,16,2599.28,162.455,0.09,0.125,0.1875,6,7,44,2026-03-14,2025-08-09,12,0.9412,152.8988,0.4118,2.75,0,0,Growth Loyalists
C00311,High-Value At Risk,27,2023-12-27,1,16,2337.58,146.0988,0.2089,0.1875,0.4375,6,5,32,2025-09-15,2025-04-03,192,0.5926,86.577,0.1852,2.0,2,4,High-Value At Risk
C00312,Loyal Growth,20,2024-07-26,0,12,918.38,76.5317,0.2321,0.0,0.9167,5,7,32,2026-03-14,2025-07-08,12,0.6,45.919,0.35,2.6667,0,0,Growth Loyalists
C00313,Loyal Growth,23,2024-04-26,1,10,855.21,85.521,0.2709,0.0,0.6,6,7,36,2026-03-07,2025-07-22,19,0.4348,37.183,0.3043,3.6,1,0,Growth Loyalists
C00314,Loyal Growth,23,2024-04-26,1,16,1683.59,105.2244,0.2399,0.0625,0.875,6,7,38,2026-03-05,2025-08-10,21,0.6957,73.1996,0.3043,2.375,1,0,Growth Loyalists
C00315,Loyal Growth,27,2023-12-27,1,12,881.72,73.4767,0.2848,0.0833,0.6667,6,8,21,2026-03-03,2025-06-13,23,0.4444,32.6563,0.2963,1.75,1,0,Growth Loyalists
C00316,Loyal Growth,28,2023-11-26,0,11,1187.53,107.9573,0.2899,0.0909,0.8182,5,5,32,2026-03-05,2025-09-08,21,0.3929,42.4118,0.1786,2.9091,0,0,Growth Loyalists
C00317,Loyal Growth,17,2024-10-26,0,14,1253.96,89.5686,0.2788,0.0,0.9286,5,7,33,2026-03-16,2025-07-03,10,0.8235,73.7624,0.4118,2.3571,0,0,Growth Loyalists
C00318,Discount-Led,11,2025-04-26,2,9,365.34,40.5933,0.5063,0.2222,0.8889,5,6,24,2026-02-01,2025-07-02,53,0.8182,33.2127,0.5455,2.6667,4,2,Discount-Driven
C00319,Loyal Growth,27,2023-12-27,0,10,864.48,86.448,0.2656,0.0,0.6,4,5,28,2026-03-17,2025-07-02,9,0.3704,32.0178,0.1852,2.8,0,0,Growth Loyalists
C00320,Dormant,20,2024-07-26,1,3,119.99,39.9967,0.1961,0.0,0.3333,3,3,6,2025-07-30,2025-03-27,239,0.15,5.9995,0.15,2.0,4,1,Dormant
C00321,Dormant,16,2024-11-25,1,5,203.82,40.764,0.285,0.2,0.4,4,4,10,2025-10-01,2025-04-02,176,0.3125,12.7388,0.25,2.0,3,1,Dormant
C00322,High-Value At Risk,27,2023-12-27,2,11,2171.55,197.4136,0.2139,0.2727,0.8182,4,3,31,2025-08-23,2025-04-02,215,0.4074,80.4278,0.1111,2.8182,7,4,High-Value At Risk
C00323,Loyal Growth,18,2024-09-25,1,16,1646.5,102.9062,0.2739,0.1875,0.6875,6,8,31,2026-02-24,2025-04-30,30,0.8889,91.4722,0.4444,1.9375,1,3,Champions
C00324,High-Value At Risk,14,2025-01-25,0,12,1856.7,154.725,0.2511,0.1667,0.5,6,4,32,2025-08-19,2025-03-30,219,0.8571,132.6214,0.2857,2.6667,0,4,High-Value At Risk
C00325,Dormant,13,2025-02-24,1,5,156.11,31.222,0.4937,0.4,0.0,3,3,10,2025-10-15,2025-03-29,162,0.3846,12.0085,0.2308,2.0,2,1,Dormant
C00326,Discount-Led,16,2024-11-25,0,11,644.09,58.5536,0.4045,0.0909,0.7273,5,7,32,2026-01-26,2025-05-30,59,0.6875,40.2556,0.4375,2.9091,0,2,Discount-Driven
C00327,Discount-Led,8,2025-07-26,1,3,119.45,39.8167,0.4707,0.0,1.0,3,3,4,2026-03-06,2025-10-19,20,0.375,14.9312,0.375,1.3333,1,2,Discount-Driven
C00328,High-Value At Risk,33,2023-06-27,3,12,1886.67,157.2225,0.1958,0.1667,0.3333,6,5,32,2025-09-01,2025-03-31,206,0.3636,57.1718,0.1515,2.6667,7,4,High-Value At Risk
C00329,Discount-Led,14,2025-01-25,1,12,552.97,46.0808,0.4328,0.0833,0.75,6,7,28,2026-01-06,2025-05-03,79,0.8571,39.4979,0.5,2.3333,3,2,Discount-Driven
C00330,Loyal Growth,26,2024-01-26,0,14,1375.23,98.2307,0.1836,0.0,1.0,5,7,37,2026-03-13,2025-06-09,13,0.5385,52.8935,0.2692,2.6429,0,0,Growth Loyalists
C00331,Discount-Led,11,2025-04-26,0,8,354.81,44.3512,0.393,0.125,0.625,3,7,26,2026-02-26,2025-06-12,28,0.7273,32.2555,0.6364,3.25,0,2,Discount-Driven
C00332,Loyal Growth,23,2024-04-26,0,19,2086.8,109.8316,0.1824,0.0526,0.7368,6,10,51,2026-03-02,2025-05-15,24,0.8261,90.7304,0.4348,2.6842,0,0,Growth Loyalists
C00333,Discount-Led,15,2024-12-25,0,5,247.3,49.46,0.412,0.2,1.0,3,4,14,2026-01-06,2025-06-06,79,0.3333,16.4867,0.2667,2.8,2,2,Discount-Driven
C00334,Dormant,8,2025-07-26,1,1,38.62,38.62,0.1775,0.0,0.0,1,1,5,2025-08-15,2025-08-15,223,0.125,4.8275,0.125,5.0,2,1,Dormant
C00335,Champions,21,2024-06-26,0,25,3991.05,159.642,0.1024,0.04,0.56,6,8,65,2026-03-19,2025-08-18,7,1.1905,190.05,0.381,2.6,0,0,Growth Loyalists
C00336,Discount-Led,12,2025-03-27,1,9,436.9,48.5444,0.4234,0.2222,0.8889,5,7,25,2026-03-01,2025-06-25,25,0.75,36.4083,0.5833,2.7778,1,2,Discount-Driven
C00337,Champions,22,2024-05-27,0,14,2169.86,154.99,0.099,0.0,0.5714,4,7,41,2026-03-17,2025-08-26,9,0.6364,98.63,0.3182,2.9286,0,0,Growth Loyalists
C00338,Discount-Led,19,2024-08-26,0,14,629.15,44.9393,0.4436,0.2143,0.5714,5,9,36,2026-02-28,2025-05-28,26,0.7368,33.1132,0.4737,2.5714,0,2,Discount-Driven
C00339,Champions,25,2024-02-25,0,8,1276.12,159.515,0.0872,0.0,0.5,5,6,18,2026-03-14,2025-07-19,12,0.32,51.0448,0.24,2.25,2,0,Growth Loyalists
C00340,Dormant,10,2025-05-26,1,3,184.18,61.3933,0.2978,0.0,0.3333,2,3,8,2025-10-08,2025-06-16,169,0.3,18.418,0.3,2.6667,2,1,Dormant
C00341,Champions,16,2024-11-25,0,12,2110.45,175.8708,0.0821,0.0,0.3333,5,7,32,2026-03-17,2025-07-09,9,0.75,131.9031,0.4375,2.6667,0,0,Growth Loyalists
C00342,Dormant,12,2025-03-27,1,1,30.66,30.66,0.1308,0.0,0.0,1,1,2,2025-09-07,2025-09-07,200,0.0833,2.555,0.0833,2.0,4,1,Dormant
C00343,Discount-Led,18,2024-09-25,0,6,379.27,63.2117,0.4304,0.0,1.0,4,6,13,2026-02-01,2025-07-20,53,0.3333,21.0706,0.3333,2.1667,2,2,Discount-Driven
C00344,Discount-Led,16,2024-11-25,0,10,501.77,50.177,0.4373,0.1,0.8,5,6,27,2026-01-05,2025-06-16,80,0.625,31.3606,0.375,2.7,1,2,Discount-Driven
C00345,Discount-Led,20,2024-07-26,2,12,541.8,45.15,0.4104,0.0833,0.9167,6,8,31,2026-02-13,2025-05-21,41,0.6,27.09,0.4,2.5833,5,2,Discount-Driven
C00346,Discount-Led,9,2025-06-26,2,12,447.82,37.3183,0.5374,0.1667,0.75,5,6,34,2026-01-12,2025-07-17,73,1.3333,49.7578,0.6667,2.8333,2,3,Champions
C00347,Dormant,19,2024-08-26,3,7,271.21,38.7443,0.3044,0.0,0.4286,4,4,19,2025-08-15,2025-03-31,223,0.3684,14.2742,0.2105,2.7143,4,1,Dormant
C00348,Loyal Growth,24,2024-03-27,0,17,1449.81,85.2829,0.2631,0.0588,0.8235,5,7,50,2026-03-09,2025-08-18,17,0.7083,60.4088,0.2917,2.9412,0,0,Growth Loyalists
C00349,Discount-Led,24,2024-03-27,0,12,626.06,52.1717,0.4118,0.25,0.9167,5,7,29,2026-01-09,2025-05-07,76,0.5,26.0858,0.2917,2.4167,0,2,Discount-Driven
C00350,Champions,27,2023-12-27,0,18,2692.56,149.5867,0.0876,0.0,0.7222,5,7,49,2026-03-23,2025-08-02,3,0.6667,99.7244,0.2593,2.7222,0,0,Growth Loyalists
C00351,Discount-Led,9,2025-06-26,0,8,335.99,41.9988,0.4716,0.125,0.875,4,5,18,2026-02-13,2025-08-14,41,0.8889,37.3322,0.5556,2.25,0,2,Discount-Driven
C00352,Champions,36,2023-03-28,0,19,3459.41,182.0742,0.0946,0.0526,0.6842,6,9,50,2026-03-15,2025-07-09,11,0.5278,96.0947,0.25,2.6316,1,0,Growth Loyalists
C00353,Discount-Led,9,2025-06-26,0,10,534.11,53.411,0.455,0.1,1.0,5,5,21,2026-02-21,2025-08-19,33,1.1111,59.3456,0.5556,2.1,0,3,Champions
C00354,Discount-Led,22,2024-05-27,2,10,480.04,48.004,0.4593,0.3,1.0,4,6,28,2026-01-18,2025-05-06,67,0.4545,21.82,0.2727,2.8,2,2,Discount-Driven
C00355,High-Value At Risk,12,2025-03-27,0,11,2059.27,187.2064,0.2172,0.0,0.3636,4,4,26,2025-08-31,2025-03-28,207,0.9167,171.6058,0.3333,2.3636,0,4,High-Value At Risk
C00356,High-Value At Risk,15,2024-12-25,3,9,1766.05,196.2278,0.2196,0.1111,0.4444,3,6,15,2025-10-14,2025-03-30,163,0.6,117.7367,0.4,1.6667,4,4,High-Value At Risk
C00357,Discount-Led,17,2024-10-26,3,10,432.61,43.261,0.5195,0.1,0.9,4,6,28,2026-02-11,2025-05-18,43,0.5882,25.4476,0.3529,2.8,3,2,Discount-Driven
C00358,Discount-Led,15,2024-12-25,1,14,679.72,48.5514,0.4617,0.2857,0.7857,5,8,29,2026-03-08,2025-07-09,18,0.9333,45.3147,0.5333,2.0714,1,3,Champions
C00359,High-Value At Risk,16,2024-11-25,2,11,2312.73,210.2482,0.205,0.0909,0.3636,5,3,31,2025-11-03,2025-04-02,143,0.6875,144.5456,0.1875,2.8182,4,4,High-Value At Risk
C00360,Discount-Led,15,2024-12-25,2,7,382.11,54.5871,0.4749,0.4286,0.5714,3,7,24,2026-03-04,2025-04-28,22,0.4667,25.474,0.4667,3.4286,6,2,Discount-Driven
C00361,Dormant,18,2024-09-25,0,8,378.61,47.3262,0.2244,0.0,0.375,4,3,19,2025-07-29,2025-04-03,240,0.4444,21.0339,0.1667,2.375,5,1,Dormant
C00362,Champions,22,2024-05-27,0,13,1884.21,144.9392,0.0862,0.0,0.5385,5,6,32,2026-03-20,2025-08-20,6,0.5909,85.6459,0.2727,2.4615,0,0,Growth Loyalists
C00363,Champions,27,2023-12-27,1,21,3596.78,171.2752,0.1123,0.0476,0.4286,6,8,50,2026-03-24,2025-07-26,2,0.7778,133.2141,0.2963,2.381,1,0,Growth Loyalists
C00364,Champions,20,2024-07-26,1,11,2076.46,188.7691,0.1075,0.0,0.5455,5,6,27,2026-03-19,2025-06-19,7,0.55,103.823,0.3,2.4545,1,0,Growth Loyalists
C00365,Discount-Led,16,2024-11-25,0,8,403.01,50.3762,0.4128,0.0,0.75,5,6,16,2026-01-11,2025-05-26,74,0.5,25.1881,0.375,2.0,1,2,Discount-Driven
C00366,Loyal Growth,16,2024-11-25,1,16,1730.13,108.1331,0.2118,0.0625,0.75,5,9,34,2026-03-14,2025-06-02,12,1.0,108.1331,0.5625,2.125,1,3,Champions
C00367,Discount-Led,19,2024-08-26,2,6,267.15,44.525,0.4885,0.1667,0.8333,3,5,14,2026-02-06,2025-06-22,48,0.3158,14.0605,0.2632,2.3333,3,2,Discount-Driven
C00368,Discount-Led,14,2025-01-25,1,12,536.15,44.6792,0.4097,0.25,0.6667,6,9,20,2026-02-28,2025-05-10,26,0.8571,38.2964,0.6429,1.6667,2,3,Champions
C00369,Loyal Growth,24,2024-03-27,0,14,1358.85,97.0607,0.1919,0.0714,0.6429,5,10,33,2026-03-08,2025-04-21,18,0.5833,56.6188,0.4167,2.3571,0,0,Growth Loyalists
C00370,Dormant,6,2025-09-25,0,3,150.57,50.19,0.2154,0.3333,0.3333,3,2,9,2025-10-09,2025-09-27,168,0.5,25.095,0.3333,3.0,1,1,Dormant
C00371,Discount-Led,24,2024-03-27,1,11,550.67,50.0609,0.4416,0.0909,1.0,4,8,26,2026-01-03,2025-06-13,82,0.4583,22.9446,0.3333,2.3636,1,2,Discount-Driven
C00372,Loyal Growth,14,2025-01-25,2,16,1474.32,92.145,0.25,0.0,0.75,6,8,50,2026-03-16,2025-05-15,10,1.1429,105.3086,0.5714,3.125,2,3,Champions
C00373,Loyal Growth,12,2025-03-27,2,13,1397.82,107.5246,0.2304,0.0769,0.9231,5,9,25,2026-03-06,2025-06-29,20,1.0833,116.485,0.75,1.9231,3,3,Champions
C00374,Loyal Growth,23,2024-04-26,0,15,1542.79,102.8527,0.2531,0.0,0.8,6,8,38,2026-03-04,2025-04-26,22,0.6522,67.0778,0.3478,2.5333,0,0,Growth Loyalists
C00375,Champions,18,2024-09-25,0,22,4109.99,186.8177,0.0928,0.0909,0.7727,6,9,59,2026-03-16,2025-07-20,10,1.2222,228.3328,0.5,2.6818,0,3,Champions
C00376,Champions,26,2024-01-26,0,15,2545.18,169.6787,0.1009,0.0667,0.6,6,7,35,2026-03-18,2025-06-16,8,0.5769,97.8915,0.2692,2.3333,0,0,Growth Loyalists
C00377,Dormant,13,2025-02-24,0,2,77.93,38.965,0.415,0.5,1.0,2,2,8,2025-06-04,2025-04-24,295,0.1538,5.9946,0.1538,4.0,9,1,Dormant
C00378,High-Value At Risk,27,2023-12-27,2,9,1466.12,162.9022,0.1875,0.4444,0.3333,5,6,18,2025-10-09,2025-03-27,168,0.3333,54.3007,0.2222,2.0,3,4,High-Value At Risk
C00379,Loyal Growth,27,2023-12-27,0,11,1068.44,97.1309,0.2514,0.0,0.8182,4,7,26,2026-02-25,2025-07-03,29,0.4074,39.5719,0.2593,2.3636,0,0,Growth Loyalists
C00380,Discount-Led,9,2025-06-26,0,7,299.62,42.8029,0.4808,0.2857,0.8571,4,4,19,2026-03-04,2025-11-03,22,0.7778,33.2911,0.4444,2.7143,1,2,Discount-Driven
C00381,High-Value At Risk,32,2023-07-28,1,10,1539.21,153.921,0.2739,0.0,0.6,6,5,35,2025-12-25,2025-03-27,91,0.3125,48.1003,0.1562,3.5,1,4,High-Value At Risk
C00382,Dormant,6,2025-09-25,1,7,344.9,49.2714,0.2195,0.1429,0.7143,4,1,20,2025-09-29,2025-09-25,178,1.1667,57.4833,0.1667,2.8571,2,4,High-Value At Risk
C00383,Discount-Led,24,2024-03-27,0,5,265.63,53.126,0.3473,0.0,1.0,4,4,11,2026-01-24,2025-07-12,61,0.2083,11.0679,0.1667,2.2,0,2,Discount-Driven
C00384,High-Value At Risk,20,2024-07-26,0,7,1154.5,164.9286,0.2693,0.1429,0.7143,4,3,16,2025-10-01,2025-04-01,176,0.35,57.725,0.15,2.2857,3,4,High-Value At Risk
C00385,Loyal Growth,21,2024-06-26,0,9,625.83,69.5367,0.2773,0.0,0.8889,5,6,18,2026-02-24,2025-04-18,30,0.4286,29.8014,0.2857,2.0,0,2,Discount-Driven
C00386,Dormant,6,2025-09-25,4,3,109.69,36.5633,0.3546,0.0,1.0,3,1,4,2025-10-20,2025-10-05,157,0.5,18.2817,0.1667,1.3333,6,1,Dormant
C00387,Discount-Led,23,2024-04-26,3,7,341.08,48.7257,0.4282,0.0,0.8571,6,5,15,2026-01-31,2025-06-02,54,0.3043,14.8296,0.2174,2.1429,3,2,Discount-Driven
C00388,Dormant,11,2025-04-26,2,2,94.85,47.425,0.2208,0.0,0.0,2,2,8,2025-06-01,2025-05-12,298,0.1818,8.6227,0.1818,4.0,3,1,Dormant
C00389,Champions,32,2023-07-28,1,15,2503.75,166.9167,0.0745,0.0,0.4,5,8,33,2026-03-24,2025-07-07,2,0.4688,78.2422,0.25,2.2,2,0,Growth Loyalists
C00390,Dormant,11,2025-04-26,2,3,160.97,53.6567,0.3749,0.0,0.0,3,2,10,2025-05-15,2025-04-28,315,0.2727,14.6336,0.1818,3.3333,3,1,Dormant
C00391,Discount-Led,12,2025-03-27,0,8,441.89,55.2362,0.4343,0.0,0.875,4,4,19,2025-12-26,2025-05-07,90,0.6667,36.8242,0.3333,2.375,0,2,Discount-Driven
C00392,Champions,29,2023-10-27,2,22,3946.37,179.3805,0.0982,0.0455,0.4091,6,9,69,2026-03-19,2025-06-03,7,0.7586,136.0817,0.3103,3.1364,2,0,Growth Loyalists
C00393,Discount-Led,16,2024-11-25,0,7,358.51,51.2157,0.4674,0.0,0.8571,5,5,12,2025-12-29,2025-05-15,87,0.4375,22.4069,0.3125,1.7143,0,2,Discount-Driven
C00394,Discount-Led,22,2024-05-27,0,8,409.64,51.205,0.3998,0.0,0.875,4,5,18,2025-12-23,2025-04-26,93,0.3636,18.62,0.2273,2.25,0,2,Discount-Driven
C00395,Champions,36,2023-03-28,0,15,2644.91,176.3273,0.097,0.0,0.6,5,7,45,2026-03-20,2025-08-17,6,0.4167,73.4697,0.1944,3.0,0,0,Growth Loyalists
C00396,High-Value At Risk,22,2024-05-27,1,9,1453.67,161.5189,0.2642,0.0,0.2222,5,4,16,2025-11-28,2025-05-05,118,0.4091,66.0759,0.1818,1.7778,4,4,High-Value At Risk
C00397,Dormant,22,2024-05-27,2,4,107.08,26.77,0.4427,0.0,0.5,4,2,8,2025-05-30,2025-04-02,300,0.1818,4.8673,0.0909,2.0,2,1,Dormant
C00398,Loyal Growth,17,2024-10-26,1,11,1041.35,94.6682,0.2226,0.0909,0.6364,6,7,32,2026-03-04,2025-06-07,22,0.6471,61.2559,0.4118,2.9091,1,0,Growth Loyalists
C00399,High-Value At Risk,30,2023-09-26,2,12,2326.92,193.91,0.2067,0.0,0.5,5,6,22,2025-12-20,2025-03-27,96,0.4,77.564,0.2,1.8333,3,4,High-Value At Risk
C00400,High-Value At Risk,20,2024-07-26,1,10,1601.89,160.189,0.1958,0.1,0.3,6,4,32,2025-08-26,2025-04-04,212,0.5,80.0945,0.2,3.2,1,4,High-Value At Risk
C00401,Loyal Growth,24,2024-03-27,1,21,2415.81,115.0386,0.2206,0.0476,0.7143,6,9,51,2026-03-12,2025-06-22,14,0.875,100.6588,0.375,2.4286,1,0,Growth Loyalists
C00402,Dormant,11,2025-04-26,1,5,149.93,29.986,0.3702,0.2,0.2,4,3,7,2025-09-16,2025-05-21,191,0.4545,13.63,0.2727,1.4,5,1,Dormant
C00403,Discount-Led,19,2024-08-26,3,15,719.17,47.9447,0.4336,0.0667,0.8667,5,9,34,2026-02-21,2025-05-18,33,0.7895,37.8511,0.4737,2.2667,4,2,Discount-Driven
C00404,Champions,36,2023-03-28,0,15,2366.58,157.772,0.1135,0.1333,0.3333,6,6,37,2026-03-19,2025-08-12,7,0.4167,65.7383,0.1667,2.4667,2,0,Growth Loyalists
C00405,Dormant,15,2024-12-25,2,5,173.49,34.698,0.3122,0.2,0.6,4,3,14,2025-07-21,2025-04-05,248,0.3333,11.566,0.2,2.8,4,1,Dormant
C00406,Dormant,8,2025-07-26,1,7,274.77,39.2529,0.3887,0.0,0.2857,3,3,17,2025-09-06,2025-07-27,201,0.875,34.3462,0.375,2.4286,3,1,Dormant
C00407,Loyal Growth,16,2024-11-25,1,10,1038.41,103.841,0.1707,0.0,0.8,5,7,33,2026-03-15,2025-05-14,11,0.625,64.9006,0.4375,3.3,1,0,Growth Loyalists
C00408,Dormant,15,2024-12-25,2,6,228.23,38.0383,0.2972,0.0,0.3333,4,3,16,2025-10-18,2025-04-13,159,0.4,15.2153,0.2,2.6667,3,1,Dormant
C00409,Champions,26,2024-01-26,0,11,2067.5,187.9545,0.0903,0.0909,0.5455,5,6,26,2026-03-23,2025-07-27,3,0.4231,79.5192,0.2308,2.3636,1,0,Growth Loyalists
C00410,Dormant,14,2025-01-25,1,5,242.2,48.44,0.3426,0.0,0.8,3,4,15,2025-09-15,2025-03-27,192,0.3571,17.3,0.2857,3.0,2,1,Dormant
C00411,Discount-Led,14,2025-01-25,1,3,105.27,35.09,0.6165,0.0,0.6667,3,3,5,2026-02-24,2025-05-18,30,0.2143,7.5193,0.2143,1.6667,1,1,Dormant
C00412,Discount-Led,23,2024-04-26,0,11,465.85,42.35,0.4754,0.0,1.0,6,6,33,2025-12-23,2025-05-06,93,0.4783,20.2543,0.2609,3.0,1,2,Discount-Driven
C00413,Champions,18,2024-09-25,1,11,2072.05,188.3682,0.0684,0.0,0.5455,5,6,19,2026-03-20,2025-09-05,6,0.6111,115.1139,0.3333,1.7273,1,0,Growth Loyalists
C00414,Dormant,15,2024-12-25,0,6,238.8,39.8,0.2854,0.1667,0.0,5,3,17,2025-10-09,2025-04-09,168,0.4,15.92,0.2,2.8333,2,1,Dormant
C00415,Champions,30,2023-09-26,1,19,3166.42,166.6537,0.0662,0.1053,0.6316,6,7,37,2026-03-24,2025-07-03,2,0.6333,105.5473,0.2333,1.9474,1,0,Growth Loyalists
C00416,Loyal Growth,11,2025-04-26,1,16,1482.7,92.6688,0.2325,0.0,0.8125,5,7,44,2026-02-27,2025-07-30,27,1.4545,134.7909,0.6364,2.75,1,3,Champions
C00417,Champions,32,2023-07-28,0,18,2706.56,150.3644,0.1261,0.0556,0.5,6,8,54,2026-03-19,2025-07-02,7,0.5625,84.58,0.25,3.0,1,0,Growth Loyalists
C00418,Discount-Led,23,2024-04-26,0,14,668.11,47.7221,0.459,0.2143,0.7143,5,7,31,2026-02-25,2025-07-14,29,0.6087,29.0483,0.3043,2.2143,0,2,Discount-Driven
